Lat, Long, Depth, Temp, Sal
-1.885, 185.092, 27.4873, 30.19041, 34.63547
-1.885, 185.092, 37.98990909, 30.18781818, 34.67544545
-1.885, 185.092, 47.98177778, 30.24793333, 34.80846667
-1.885, 185.092, 57.5004, 30.45012, 35.12643
-1.885, 185.092, 67.4645, 30.12588, 35.43326
-1.885, 185.092, 77.5122, 29.4867, 35.50379
-1.885, 185.092, 88.03081818, 29.13410909, 35.54727273
-1.885, 185.092, 98.4924, 28.7961, 35.49644
-1.885, 185.092, 108.0195556, 28.34541111, 35.51273333
-1.885, 185.092, 118.0230909, 27.91315455, 35.5336
-1.885, 185.092, 127.9768889, 27.34024444, 35.60174444
-1.885, 185.092, 137.4974, 26.23681, 35.68202
-1.885, 185.092, 147.9762727, 23.13474545, 35.7628
-1.885, 185.092, 157.9948889, 19.36251111, 35.56682222
-1.885, 185.092, 167.523, 16.58336, 35.31581
-1.885, 185.092, 177.5272, 14.68115, 35.13884
-1.885, 185.092, 187.5121, 14.00154, 35.07219
-1.885, 185.092, 198.0156364, 12.77761818, 34.96213636
-1.885, 185.092, 208.4999, 11.66641, 34.86284
-1.885, 185.092, 218.511, 11.50785, 34.84165
-1.885, 185.092, 228.4694, 11.42563, 34.83264
-1.885, 185.092, 238.0248889, 11.26745556, 34.81794444
-1.885, 185.092, 247.4951, 10.95691, 34.79563
-1.885, 185.092, 257.9994545, 10.86956364, 34.78640909
-1.885, 185.092, 267.9861111, 10.82078889, 34.78304444
-1.885, 185.092, 277.9603636, 10.76584545, 34.77872727
-1.885, 185.092, 288.0217778, 10.69434444, 34.77387778
-1.885, 185.092, 297.9859091, 10.63290909, 34.76960909
-1.885, 185.092, 308.0044444, 10.54897778, 34.7646
-1.885, 185.092, 317.9920909, 10.44276364, 34.75770909
-1.885, 185.092, 328.0248889, 10.36343333, 34.75214444
-1.885, 185.092, 337.9995455, 10.27886364, 34.74704545
-1.885, 185.092, 348.4963, 10.20736, 34.74255
-1.885, 185.092, 357.9955556, 10.14042222, 34.73888889
-1.885, 185.092, 368.0302727, 10.09699091, 34.73596364
-1.885, 185.092, 377.9966667, 9.9976, 34.73121111
-1.885, 185.092, 388.0241818, 9.8622, 34.72228182
-1.885, 185.092, 398.4749, 9.66796, 34.71196
-1.885, 185.092, 408.5032, 9.55157, 34.70453
